y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,z0,z1,z2,z3,j,e,h0,t,y_plot0,y_plot1,y_plot2,y_plot3,y_plot4,y_plot5,y_plot6,y_plot7,y_plot8,y_plot9,y_plot10,y_plot11,y_plot12,y_plot13,y_plot14,y_plot15
0.4529219857139864,1.0,0.000651812844458588,-0.0,-0.0,-0.0,-0.0,1.0,0.9999916136117821,0.9999664545877914,0.9999245233500147,0.9998658206017551,0.9997903473276208,0.9996981047935082,0.9995890945465805,0.9994633184152423,0.9993207785091086,0.9991614772189693,0.9989854172167494,0.9987926014554639,0.9985830331691685,0.9983567158729051,0.9981136533626432,0.9978538497152161,0.9975773092882521,0.9972840367201018,0.9969740369297607,0.0,0.004095449438618421,0.008190830185179004,0.01228607354877607,0.016381110840808222,0.02047587337613048,0.02457029247420627,0.028664299460259425,0.032757825666426044,0.03685080243290625,0.04094316110911576,0.0450348330548374,0.0491257496413724,0.05321584225269143,0.057305042286585506,0.061393281155816666,0.06548049028926833,0.0695666011330955,0.07365154515187444,0.0777352538297524,1.0,-0.4993481871555414,-0.18,-0.01999999999999999,11,0.18370676096957744,0.1797908621252734,0.0,0.08204295093422159,0.5737236680279055,0.49408524462247266,0.27376303673814906,-0.08998916773590634,0.0010070608199798659,0.041262375390388545,0.08087212666700615,0.3485408134363739,-0.5238970055881225,0.29211726989741127,-0.005505489431150326,0.261833813059495,0.3861273923885722,0.037362909145731586,0.03867332889323722
0.802573519470595,1.0,0.0012678162144313943,-0.0,-0.0,-0.0,-0.0,1.0,0.9999682721935116,0.9998730907873538,0.9997144618213208,0.9994923953613113,0.9992069054986884,0.9988580103493865,0.9984457320527609,0.9979700967701838,0.9974311346833835,0.9968288799925298,0.9961633709140632,0.99543464967827,0.9946427625266031,0.9937877597087471,0.9928696954794299,0.9918886280949799,0.9908446198096295,0.9897377368715641,0.9885680495187192,0.0,0.00796583996344056,0.015931174449623366,0.023895498013366028,0.03185830527363487,0.039819090945614165,0.04777734987276932,0.055732577058901896,0.06368426770019442,0.07163191721724303,0.07957502128707594,0.08751307587515542,0.09544557726736175,0.10337202210195666,0.11129190740152442,0.11920473060488865,0.12710998959900263,0.1350071827508111,0.14289580893908185,0.15077536758620452,1.0,-0.4987321837855686,-0.18,-0.01999999999999999,13,0.7508538729614643,-0.044680041788490006,0.001001001001001001,0.09337922662858107,0.585059943722265,0.5054215203168322,0.2850993124325085,-0.07865289204154687,0.012343336514339345,0.052598651084748024,0.09220840236136563,0.35987708913073335,-0.5125607298937629,0.30345354559177073,0.005830786263209153,0.27317008875385446,0.39746366808293165,0.048699184840091066,0.0500096045875967
-0.907885234079663,1.0,0.0035794341954145104,-0.0,-0.0,-0.0,-0.0,1.0,0.9997471050247284,0.9989885480106507,0.9977247126282817,0.9959562381128566,0.9936840189410133,0.9909092043783744,0.9876331978982601,0.9838576564718261,0.9795844897299838,0.9748158589975281,0.9695541761999614,0.9638021026435657,0.9575625476693405,0.9508386671814876,0.9436338620511865,0.9359517763964676,0.9277962957390545,0.9191715450391055,0.9100818866088505,0.0,0.022488352422412313,0.044965330462165096,0.06741956548964727,0.08983970037843479,0.11221439524961109,0.13453233320736388,0.15678222606295725,0.1789528200441842,0.20103290148741143,0.22301130250933782,0.24487690665559741,0.26661865452335054,0.28822554935501843,0.3096866626003328,0.3309911394438866,0.352128204295391,0.3730871662398599,0.3938574244449681,0.4144284735228451,1.0,-0.4964205658045855,-0.18,-0.01999999999999999,13,-0.9855825673661434,-0.044680041788490006,0.002002002002002002,0.10469651777174739,0.5963772348654314,0.5167388114599984,0.29641660357567484,-0.06733560089838055,0.023660627657505665,0.06391594222791434,0.10352569350453195,0.37119438027389967,-0.5012434387505966,0.31477083673493705,0.017148077406375473,0.2844873798970208,0.408780959226098,0.060016475983257385,0.06132689573076302
0.12804413327934255,1.0,0.005553555442280977,-0.0,-0.0,-0.0,-0.0,1.0,0.9993912655250267,0.9975658032154289,0.9945258355148877,0.9902750634896876,0.9848186623227824,0.9781632750131711,0.9703170042882534,0.9612894027390095,0.9510914611900182,0.9397355953184687,0.9272356305384595,0.9136067851689855,0.8988656519061077,0.8830301776218609,0.8661196415144935,0.8481546316366434,0.8291570198300222,0.809149935097128,0.7881577354424015,0.0,0.034886937272932926,0.06973140078297732,0.10449096847773215,0.13912332166281552,0.17358629652356092,0.2078379354581527,0.2418365381597032,0.2755407123850817,0.3089094243486852,0.34190204867979823,0.3744784178827205,0.4065988712394455,0.4382243030953532,0.4693162104691302,0.4998367399289545,0.5297487336778728,0.5590157747922648,0.5876022315583167,0.6154733008525272,1.0,-0.494446444557719,-0.18,-0.01999999999999999,14,0.02741178135825757,-0.04336962204098437,0.003003003003003003,0.11594702923938165,0.6076277463330656,0.5279893229276327,0.30766711504330907,-0.05608508943074629,0.03491113912513992,0.0751664536955486,0.1147762049721662,0.38244489174153395,-0.48999292728296234,0.3260213482025713,0.028398588874009728,0.29573789136465506,0.42003147069373226,0.07126698745089163,0.07257740719839728
0.483195392094371,1.0,0.005847148375618616,-0.0,-0.0,-0.0,-0.0,1.0,0.9993252092494044,0.9973017476827319,0.9939323461262812,0.989221551862063,0.983175722490872,0.9758030173521872,0.9671133865124775,0.9571185573367761,0.9458320186616462,0.9332690025908964,0.9194464639386148,0.904383057347266,0.8880991121117306,0.8706166047432651,0.8519591293104082,0.8321518655968629,0.8112215451193265,0.7891964150511295,0.766106200100373,0.0,0.036730452742023835,0.07341133474449667,0.10999314216762057,0.14642650488081715,0.18266225309174253,0.2186514837049294,0.25434562632050006,0.28969650878387976,0.324656422198045,0.35917818531056894,0.3932152081885663,0.4267215550956054,0.45965200648572796,0.4919621200309119,0.5236082905996154,0.5545478091054553,0.5847389201466006,0.6141408783580893,0.6427140034010207,1.0,-0.4941528516243814,-0.18,-0.01999999999999999,8,0.9419829302193556,-0.605939956522344,0.004004004004004004,0.1270847382854479,0.6187654553791319,0.5391270319736989,0.3188048240893753,-0.04494738038468005,0.046048848171206164,0.08630416274161484,0.12591391401823246,0.3935826007876002,-0.47885521823689614,0.33715905724863754,0.03953629792007597,0.30687560041072126,0.4311691797397985,0.08240469649695789,0.08371511624446351
-1.3624068042703077,1.0,0.006812357303743077,-0.0,-0.0,-0.0,-0.0,1.0,0.9990840784653976,0.9963379916861055,0.9917667700621577,0.9853787873542039,0.977185745344094,0.9672026523990497,0.9554477959786917,0.9419427091352831,0.926712131068557,0.909783961807385,0.8911892111013024,0.8709619416155139,0.8491392065334357,0.8257609816810791,0.8008700922976105,0.7745121345862329,0.7467353921890986,0.7175907477392528,0.6871315896516352,0.0,0.0427902343642479,0.08550208373424599,0.12805730670475293,0.17037794878551177,0.2123864852016425,0.25400596290686384,0.29516014154939757,0.3357736331323285,0.37577204011258425,0.4150820916855588,0.4536317780057281,0.49135048209738663,0.5281691092138646,0.5640202134082611,0.5988381210838342,0.6325590512977243,0.6651212325976319,0.6964650161774245,0.7265329851443888,1.0,-0.4931876426962569,-0.18,-0.01999999999999999,8,-0.9138316809976651,-0.605939956522344,0.005005005005005005,0.1380657877305924,0.6297465048242763,0.5501080814188435,0.3297858735345198,-0.03396633093953555,0.05702989761635066,0.09728521218675934,0.13689496346337696,0.40456365023274465,-0.4678741687917516,0.34814010669378204,0.05051734736522047,0.3178566498558658,0.44215022918494296,0.09338574594210239,0.09469616568960801
0.6933599094528717,1.0,0.007941636233438576,-0.0,-0.0,-0.0,-0.0,1.0,0.9987553145643202,0.9950243567409482,0.988816414267612,0.9801469410154756,0.969037518518723,0.9555158022501152,0.9396154527762622,0.9213760519639884,0.9008430044463872,0.8780674245938489,0.853106009271437,0.8260208966993627,0.7968795117679107,0.7657543981918804,0.7327230379223756,0.6978676582654927,0.6612750271880596,0.6230362373199871,0.5832464791909286,0.0,0.04987806762020643,0.09963197023175942,0.14913785191876128,0.19827247418137944,0.24691352272217804,0.2949399119317672,0.3422320863157921,0.3886723181128978,0.43414500036278947,0.4785369346948315,0.5217376131207744,0.5636394931301218,0.6041382654033233,0.6431331134763557,0.6805269647102934,0.7162267319411064,0.7501435452081362,0.7821929729843862,0.8122952323579067,1.0,-0.4920583637665614,-0.18,-0.01999999999999999,14,0.5677315060048396,-0.04336962204098437,0.006006006006006006,0.14884884706289736,0.6405295641565814,0.5608911407511484,0.34056893286682477,-0.023183271607230577,0.06781295694865563,0.10806827151906431,0.14767802279568193,0.41534670956504965,-0.45709110945944664,0.358923166026087,0.06130040669752544,0.32863970918817076,0.45293328851724796,0.10416880527440736,0.10547922502191298
0.3068725746560423,1.0,0.009844507296364657,-0.0,-0.0,-0.0,-0.0,1.0,0.9980875977825391,0.9923577056946389,0.9828322394529689,0.9695476321030551,0.9525546946700054,0.9319184218162762,0.9077177432497987,0.880045221833282,0.8490066995493656,0.8147208926757343,0.7773189377185734,0.7369438898410776,0.6937501757054291,0.6479030028210148,0.5995777276580113,0.548959184943181,0.4962409807031889,0.44162475175941335,0.38531939450653707,0.0,0.061815428112086686,0.12339442430058366,0.18450146094777115,0.244902815588876,0.30436746485479166,0.3626679680912848,0.41958133727501823,0.4748898898991318,0.5283820815662595,0.5798533151044793,0.6291067231114834,0.6759539209338915,0.7202157272017088,0.7617228491620244,0.8003165301906837,0.8358491570053286,0.8681848242573337,0.8971998543431873,0.9227832704471379,1.0,-0.49015549270363534,-0.18,-0.01999999999999999,13,0.16384203488294477,-0.044680041788490006,0.007007007007007007,0.15939543908713152,0.6510761561808155,0.5714377327753826,0.35111552489105896,-0.012636679582996413,0.0783595489728898,0.11861486354329848,0.1582246148199161,0.42589330158928385,-0.4465445174352125,0.3694697580503212,0.0718469987217596,0.3391863012124049,0.46347988054148215,0.11471539729864152,0.11602581704614714
0.048003669366424695,1.0,0.014059797192732093,-0.0,-0.0,-0.0,-0.0,1.0,0.9961005316610699,0.9844325383509323,0.9650870180105706,0.9382148451281195,0.9040255940782859,0.8627859046650708,0.8148174026148225,0.7604941912375627,0.7002399338189607,0.6345245494971955,0.5638605483933541,0.48879903457744917,0.4099254080426756,0.3278547992079313,0.24322727155463186,0.15670282981214895,0.06895627262271976,-0.019328070170435262,-0.10746167456822582,0.0,0.0882254545158814,0.17576284429861802,0.2619294707883491,0.3460533259213364,0.4274783330783003,0.5055694637844294,0.5797176902562439,0.6493447351707147,0.713907581613487,0.7729027080334115,0.825870015175237,0.8723964143645672,0.912119049160276,0.9447281252489136,0.9699693265109415,0.9876457984160438,0.9976196832791447,0.9998131954037648,0.9942092277277418,1.0,-0.4859402028072679,-0.18,-0.01999999999999999,5,-0.13566050548549666,-0.04078057554383305,0.008008008008008008,0.16967023019477376,0.6613509472884577,0.5817125238830249,0.3613903159987012,-0.002361888475354179,0.08863434008053203,0.1288896546509407,0.16849940592755833,0.436168092696926,-0.4362697263275702,0.3797445491579634,0.08212178982940184,0.3494610923200472,0.4737546716491243,0.12499018840628376,0.12630060815378938
0.2006709475528277,1.0,0.014312096937161956,-0.0,-0.0,-0.0,-0.0,1.0,0.9959594210640521,0.9838703368124837,0.9638304410436583,0.9360016793190202,0.9006089402554456,0.857938238164826,0.8083344017272602,0.7521982873760521,0.6899835399135885,0.6221929265360737,0.5493742738924441,0.4721160410107314,0.3910425638677564,0.30680901003153555,0.22009608414872986,0.13160452706293177,0.042049453017282176,-0.047845429296626725,-0.13735366514294117,0.0,0.08980440742946943,0.17888309126490928,0.26651619259922465,0.3519955345057291,0.4346303449276904,0.5137528389163746,0.5887236151066408,0.6589368228203172,0.7238250580411771,0.7828639486963722,0.8355763921899361,0.8815364109441841,0.9203725947917678,0.9517711023998727,0.975478197471576,0.9913022992289194,0.9991155306074205,0.99885475165082,0.9905220697550362,1.0,-0.48568790306283804,-0.18,-0.01999999999999999,13,0.018933442957846734,-0.044680041788490006,0.009009009009009009,0.17964128275797164,0.6713219998516555,0.5916835764462227,0.37136136856189905,0.007609164087843706,0.09860539264372992,0.1388607072141386,0.1784704584907562,0.44613914526012394,-0.42629867376437236,0.38971560172116126,0.09209284239259972,0.35943214488324504,0.48372572421232224,0.13496124096948164,0.13627166071698726
-0.5690337455605791,1.0,0.016912805987476243,-0.0,-0.0,-0.0,-0.0,1.0,0.9943590487514928,0.9774998356679474,0.9496125647475486,0.9110118574617283,0.8621332032264007,0.8035280462528344,0.7358575642078271,0.6598852088717365,0.5764680929499332,0.48654732021082886,0.39113736804492244,0.29131464222979414,0.18820533302507692,0.08297270960375265,-0.023196003837234233,-0.1291030222246093,-0.2335535129031764,-0.3353690756213343,-0.4334010371278189,0.0,0.10606640451163749,0.2109361781893658,0.31342619047166886,0.41238015903305986,0.5066816948485366,0.5952668971857102,0.6771363564291344,0.7513664293221415,0.8171196594200063,0.8736542251919012,0.9203323091790763,0.9566272937892412,0.982129702544893,0.9965518197570116,0.9997309365054095,0.9916311863049044,0.9723439497475087,0.9420868235555,0.901201165676416,1.0,-0.48308719401252376,-0.18,-0.01999999999999999,14,-0.7708660482271672,-0.04336962204098437,0.01001001001001001,0.1892802685714089,0.6809609856650929,0.60132256225966,0.3810003543753363,0.017248149901280957,0.10824437845716717,0.14849969302757585,0.18810944430419346,0.4557781310735612,-0.4166596879509351,0.3993545875345985,0.10173182820603698,0.3690711306966823,0.4933647100257595,0.1446002267829189,0.14591064653042451
